"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"4499","dec11","New Jersey","Union","Union","Kean University",101,"UnionNew Jersey",0.0570297713093229,"Primarily online","14056","Public, 4-year",0.00718554354012521,-0.0498442277691977,"good"
"4500","dec11","New Jersey","Monmouth","West Long Branch","Monmouth University",514,"MonmouthNew Jersey",0.0393910745885148,"Primarily in person","6167","Private nonprofit, 4-year",0.0833468461164261,0.0439557715279113,"bad"
"4501","dec11","New Jersey","Essex","Montclair","Montclair State University",186,"EssexNew Jersey",0.0500841703432523,"Primarily online","21115","Public, 4-year",0.00880890362301681,-0.0412752667202355,"good"
"4502","dec11","New Jersey","Hudson","Jersey City","New Jersey City University",31,"HudsonNew Jersey",0.0538496202358449,"Hybrid","7991","Public, 4-year",0.00387936428482042,-0.0499702559510245,"good"
"4503","dec11","New Jersey","Essex","Newark","New Jersey Institute of Technology",79,"EssexNew Jersey",0.0500841703432523,"Hybrid","11423","Public, 4-year",0.00691587148735008,-0.0431682988559022,"good"
"4504","dec11","New Jersey","Mercer","Princeton","Princeton University",161,"MercerNew Jersey",0.0426149198486787,"Fully online","8374","Private nonprofit, 4-year",0.0192261762598519,-0.0233887435888268,"good"
"4505","dec11","New Jersey","Bergen","Mahwah","Ramapo College of New Jersey",53,"BergenNew Jersey",0.0424339359924137,"Primarily online","6174","Public, 4-year",0.00858438613540654,-0.0338495498570072,"good"
"4506","dec11","New Jersey","Mercer","Lawrenceville ","Rider University",78,"MercerNew Jersey",0.0426149198486787,"Primarily online","4824","Private nonprofit, 4-year",0.0161691542288557,-0.026445765619823,"good"
"4507","dec11","New Jersey","Gloucester","Glassboro","Rowan University",953,"GloucesterNew Jersey",0.0376050967644598,"Primarily in person","19465","Public, 4-year",0.0489596712047264,0.0113545744402666,"bad"
"4511","dec11","New Jersey","Hudson","Jersey City","Saint Peter's University",15,"HudsonNew Jersey",0.0538496202358449,"Fully online","3452","Private nonprofit, 4-year",0.00434530706836616,-0.0495043131674787,"good"
"4512","dec11","New Jersey","Essex","South Orange","Seton Hall University",185,"EssexNew Jersey",0.0500841703432523,"Hybrid","10162","Private nonprofit, 4-year",0.0182050777406022,-0.0318790926026501,"good"
"4513","dec11","New Jersey","Hudson","Hoboken","Stevens Institute of Technology",102,"HudsonNew Jersey",0.0538496202358449,"Hybrid","6929","Private nonprofit, 4-year",0.0147207389233656,-0.0391288813124793,"good"
"4514","dec11","New Jersey","Atlantic","Galloway","Stockton University",258,"AtlanticNew Jersey",0.0352182652558122,"Hybrid","9621","Public, 4-year",0.0268163392578734,-0.0084019259979388,"good"
"4518","dec11","New Mexico","Roosevelt","Portales","Eastern New Mexico University",24,"RooseveltNew Mexico",0.0613513513513513,"Primarily online","6005","Public, 4-year",0.00399666944213156,-0.0573546819092197,"good"
"4519","dec11","New Mexico","Santa Fe","Santa Fe","Institute of American Indian Arts",1,"Santa FeNew Mexico",0.0415076018569015,"Primarily online","589","Public, 4-year",0.00169779286926995,-0.0398098089876315,"good"
"4520","dec11","New Mexico","McKinley","Crownpoint","Navajo Technical University",21,"McKinleyNew Mexico",0.11389017332941,"Primarily online","1600","Public, 4-year",0.013125,-0.10076517332941,"good"
"4521","dec11","New Mexico","San Miguel","Las Vegas","New Mexico Highlands University",21,"San MiguelNew Mexico",0.0201268467940023,"Primarily online","3037","Public, 4-year",0.00691471847217649,-0.0132121283218258,"good"
"4522","dec11","New Mexico","Socorro","Socorro","New Mexico Institute of Mining and Technology",23,"SocorroNew Mexico",0.0447196008895835,"Primarily online","1895","Public, 4-year",0.0121372031662269,-0.0325823977233566,"good"
"4523","dec11","New Mexico","Chaves","Roswell","New Mexico Military Institute",110,"ChavesNew Mexico",0.0899481544533003,"Primarily in person","412","Public, 2-year",0.266990291262136,0.177042136808836,"bad"
"4525","dec11","New Mexico","Rio Arriba","Española","Northern New Mexico College",1,"Rio ArribaNew Mexico",0.0431129724313353,"Fully online","926","Public, 4-year",0.00107991360691145,-0.0420330588244239,"good"
"4526","dec11","New Mexico","San Juan","Farmington","San Juan College",28,"San JuanNew Mexico",0.0596169670372223,"Primarily online","6679","Public, 2-year",0.00419224434795628,-0.055424722689266,"good"
"4528","dec11","New Mexico","Bernalillo","Albuquerque","University of New Mexico",349,"BernalilloNew Mexico",0.0479752503603923,"Hybrid","24319","Public, 4-year",0.0143509190344998,-0.0336243313258925,"good"
"4529","dec11","New Mexico","Grant","Silver City","Western New Mexico University",50,"GrantNew Mexico",0.0221868286539744,"Primarily online","3248","Public, 4-year",0.0153940886699507,-0.00679273998402366,"good"
"4531","dec11","New York","Nassau","Garden City","Adelphi University",60,"NassauNew York",0.0500971314531986,"Primarily online","8146","Public, 2-year",0.00736557819788853,-0.0427315532553101,"good"
"4533","dec11","New York","Albany","Albany","Albany College of Pharmacy and Health Sciences",21,"AlbanyNew York",0.0241959241389694,"Hybrid","1331","Private nonprofit, 4-year",0.0157776108189331,-0.00841831332003627,"good"
"4536","dec11","New York","Allegany","Alfred","Alfred University",31,"AlleganyNew York",0.0283352498318544,"Primarily in person","2302","Private nonprofit, 4-year",0.0134665508253692,-0.0148686990064852,"good"
"4538","dec11","New York","Dutchess","Annadale-on-Hudson","Bard College",2,"DutchessNew York",0.0293285930840397,"Primarily in person","2207","Private nonprofit, 4-year",0.000906207521522429,-0.0284223855625173,"good"
"4539","dec11","New York","New York","New York City","Barnard College",11,"New YorkNew York",0.215068281199922,"Fully online","2562","Private nonprofit, 4-year",0.00429352068696331,-0.210774760512959,"good"
"4541","dec11","New York","New York","New York City","Boricua College",0,"New YorkNew York",0.215068281199922,"Hybrid","731","Private nonprofit, 4-year",0,-0.215068281199922,"good"
"4569","dec11","New York","Erie","Buffalo","Canisius College",142,"ErieNew York",0.0340502143241225,"Primarily in person","3244","Private nonprofit, 4-year",0.0437731196054254,0.0097229052813029,"bad"
"4571","dec11","New York","Madison","Cazenovia","Cazenovia College",12,"MadisonNew York",0.0194668809292229,"Primarily in person","870","Private nonprofit, 4-year",0.0137931034482759,-0.00567377748094704,"good"
"4572","dec11","New York","St. Lawrence","Potsdam","Clarkson University",21,"St. LawrenceNew York",0.0111936142565435,"Hybrid","4274","Private nonprofit, 4-year",0.00491343004211511,-0.00628018421442839,"good"
"4575","dec11","New York","Madison","Hamilton","Colgate University",54,"MadisonNew York",0.0194668809292229,"Hybrid","2969","Private nonprofit, 4-year",0.0181879420680364,-0.00127893886118652,"good"
"4576","dec11","New York","New York","New York City","College of Mount Saint Vincent",44,"New YorkNew York",0.215068281199922,"Primarily in person","1861","Private nonprofit, 4-year",0.0236432025792585,-0.191425078620664,"good"
"4577","dec11","New York","New York","New York City","Columbia University",285,"New YorkNew York",0.215068281199922,"Fully online","31077","Private nonprofit, 4-year",0.00917076937928371,-0.205897511820638,"good"
"4578","dec11","New York","Columbia","Hudson","Columbia-Greene Community College",8,"ColumbiaNew York",0.0194581322211197,"Primarily online","1584","Public, 2-year",0.00505050505050505,-0.0144076271706146,"good"
"4580","dec11","New York","Tompkins","Ithaca","Cornell University",308,"TompkinsNew York",0.0142004306126444,"Hybrid","23600","Private nonprofit, 4-year",0.0130508474576271,-0.00114958315501728,"good"
"4582","dec11","New York","Erie","Buffalo","D'Youville College",27,"ErieNew York",0.0340502143241225,"Hybrid","3045","Private nonprofit, 4-year",0.00886699507389163,-0.0251832192502309,"good"
"4583","dec11","New York","Erie","Amherst","Daemen College",46,"ErieNew York",0.0340502143241225,"Primarily online","2574","Private nonprofit, 4-year",0.0178710178710179,-0.0161791964531046,"good"
"4587","dec11","New York","Dutchess","Poughkeepsie","Dutchess Community College",23,"DutchessNew York",0.0293285930840397,"Primarily online","8582","Public, 2-year",0.00268002796550921,-0.0266485651185305,"good"
"4588","dec11","New York","Livingston","Lima","Elim Bible Institute and College",38,"LivingstonNew York",0.0161649235464285,"Primarily in person","113","Private, 2-year",0.336283185840708,0.320118262294279,"bad"
"4590","dec11","New York","Chemung","Elmira","Elmira College",172,"ChemungNew York",0.0430765912576687,"Primarily in person","892","Private nonprofit, 4-year",0.192825112107623,0.149748520849955,"bad"
"4591","dec11","New York","New York","New York City","Elyon College",0,"New YorkNew York",0.215068281199922,"Other","41","Private, 2-year",0,-0.215068281199922,"good"
"4595","dec11","New York","New York","New York City","Fashion Institute of Technology",29,"New YorkNew York",0.215068281199922,"Primarily online","8767","Public, 4-year",0.00330785901676742,-0.211760422183155,"good"
"4596","dec11","New York","Ontario","Canandaigua","Finger Lakes Community College",26,"OntarioNew York",0.0168614554961422,"Primarily online","5944","Public, 2-year",0.00437415881561238,-0.0124872966805298,"good"
"4599","dec11","New York","New York","New York City","Fordham University",205,"New YorkNew York",0.215068281199922,"Hybrid","16515","Private nonprofit, 4-year",0.0124129579170451,-0.202655323282877,"good"
"4600","dec11","New York","Fulton","Johnstown","Fulton-Montgomery Community College",7,"FultonNew York",0.0138995560384392,"Primarily online","2451","Public, 2-year",0.00285597715218278,-0.0110435788862564,"good"
"4601","dec11","New York","Genesee","Batavia","Genesee Community College",28,"GeneseeNew York",0.0253491620111732,"Primarily in person","5530","Public, 2-year",0.00506329113924051,-0.0202858708719327,"good"
"4604","dec11","New York","Otsego","Oneonta","Hartwick College",73,"OtsegoNew York",0.0137999428504194,"Primarily in person","1176","Private nonprofit, 4-year",0.0620748299319728,0.0482748870815534,"bad"
"4607","dec11","New York","Herkimer","Herkimer","Herkimer County Community College",11,"HerkimerNew York",0.0166343221513723,"Hybrid","2398","Public, 2-year",0.00458715596330275,-0.0120471661880695,"good"
"4608","dec11","New York","Erie","Hamburg","Hilbert College",14,"ErieNew York",0.0340502143241225,"Primarily in person","764","Private nonprofit, 4-year",0.0183246073298429,-0.0157256069942796,"good"
"4610","dec11","New York","Nassau","Hempstead","Hofstra University",184,"NassauNew York",0.0500971314531986,"Primarily in person","10871","Private nonprofit, 4-year",0.0169257657989145,-0.0331713656542841,"good"
"4611","dec11","New York","Allegany","Houghton","Houghton College",1,"AlleganyNew York",0.0283352498318544,"Hybrid","1001","Private nonprofit, 4-year",0.000999000999000999,-0.0273362488328534,"good"
"4612","dec11","New York","Rensselaer","Troy","Hudson Valley Community College",56,"RensselaerNew York",0.0148128079438487,"Primarily online","10896","Public, 2-year",0.00513950073421439,-0.00967330720963431,"good"
"4614","dec11","New York","Westchester","New Rochelle","Iona College",168,"WestchesterNew York",0.0589081618098492,"Primarily online","3926","Private nonprofit, 4-year",0.0427916454406521,-0.0161165163691971,"good"
"4615","dec11","New York","Tompkins","Ithaca ","Ithaca College",102,"TompkinsNew York",0.0142004306126444,"Fully online","6517","Private nonprofit, 4-year",0.0156513733312874,0.001450942718643,"bad"
"4617","dec11","New York","Chautauqua","Jamestown","Jamestown Community College",25,"ChautauquaNew York",0.0165401921152376,"Primarily online","4476","Public, 2-year",0.00558534405719392,-0.0109548480580437,"good"
"4618","dec11","New York","Jefferson","Watertown","Jefferson Community College",13,"JeffersonNew York",0.00799388167598376,"Primarily online","3277","Public, 2-year",0.00396704302715899,-0.00402683864882477,"good"
"4619","dec11","New York","Yates","Keuka Park","Keuka College",123,"YatesNew York",0.0138481917071409,"Primarily in person","1926","Private nonprofit, 4-year",0.0638629283489097,0.0500147366417688,"bad"
"4620","dec11","New York","Onondaga","Syracuse","Le Moyne College",78,"OnondagaNew York",0.0302804606886009,"Primarily in person","3356","Private nonprofit, 4-year",0.0232419547079857,-0.0070385059806152,"good"
"4623","dec11","New York","New York","New York City","Manhattan College",70,"New YorkNew York",0.215068281199922,"Hybrid","4232","Private nonprofit, 4-year",0.0165406427221172,-0.198527638477805,"good"
"4624","dec11","New York","Westchester","Purchase","Manhattanville College",8,"WestchesterNew York",0.0589081618098492,"Primarily online","2494","Private nonprofit, 4-year",0.00320769847634322,-0.055700463333506,"good"
"4625","dec11","New York","Albany","Albany","Maria College of Albany",12,"AlbanyNew York",0.0241959241389694,"Primarily in person","912","Private nonprofit, 4-year",0.0131578947368421,-0.0110380294021273,"good"
"4626","dec11","New York","Dutchess","Poughkeepsie","Marist College",178,"DutchessNew York",0.0293285930840397,"Primarily in person","6624","Private nonprofit, 4-year",0.0268719806763285,-0.0024566124077112,"good"
"4627","dec11","New York","New York","New York City","Marymount Manhattan College",9,"New YorkNew York",0.215068281199922,"Primarily online","2063","Private nonprofit, 4-year",0.00436257876878332,-0.210705702431139,"good"
"4628","dec11","New York","Erie","Buffalo","Medaille College",59,"ErieNew York",0.0340502143241225,"Primarily in person","2146","Private nonprofit, 4-year",0.0274930102516309,-0.00655720407249156,"good"
"4629","dec11","New York","Westchester","Dobbs Ferry","Mercy College",50,"WestchesterNew York",0.0589081618098492,"Hybrid","9031","Private nonprofit, 4-year",0.0055364854390433,-0.0533716763708059,"good"
"4630","dec11","New York","New York","New York City","Metropolitan College of New York",0,"New YorkNew York",0.215068281199922,"Primarily online","1027","Private nonprofit, 4-year",0,-0.215068281199922,"good"
"4633","dec11","New York","Oneida","Utica","Mohawk Valley Community College",9,"OneidaNew York",0.0309002890615775,"Primarily online","6317","Public, 2-year",0.00142472692733893,-0.0294755621342386,"good"
"4634","dec11","New York","Nassau","Rockville Centre","Molloy College",64,"NassauNew York",0.0500971314531986,"Primarily in person","4929","Private nonprofit, 4-year",0.0129843781700142,-0.0371127532831844,"good"
"4636","dec11","New York","Monroe","Rochester","Monroe Community College",177,"MonroeNew York",0.0286719603111477,"Primarily online","12273","Public, 2-year",0.014421901735517,-0.0142500585756307,"good"
"4638","dec11","New York","Nassau","Garden City","Nassau Community College",61,"NassauNew York",0.0500971314531986,"Primarily online","17406","Public, 2-year",0.00350453866482822,-0.0465925927883704,"good"
"4642","dec11","New York","Nassau","Syosset","New York College of Health Professions",9,"NassauNew York",0.0500971314531986,"Undetermined","473","Private nonprofit, 4-year",0.0190274841437632,-0.0310696473094354,"good"
"4645","dec11","New York","Nassau","Old Westbury","New York Institute of Technology",23,"NassauNew York",0.0500971314531986,"Primarily online","7173","Private nonprofit, 4-year",0.00320646870207723,-0.0468906627511214,"good"
"4648","dec11","New York","New York","New York City","New York School of Interior Design",1,"New YorkNew York",0.215068281199922,"Hybrid","537","Private nonprofit, 4-year",0.00186219739292365,-0.213206083806998,"good"
"4649","dec11","New York","New York","New York City","New York University",790,"New YorkNew York",0.215068281199922,"Hybrid","51847","Private nonprofit, 4-year",0.0152371400466758,-0.199831141153246,"good"
"4650","dec11","New York","Niagara","Sanborn","Niagara County Community College",103,"NiagaraNew York",0.0256975071793426,"Primarily online","5047","Public, 2-year",0.0204081632653061,-0.00528934391403648,"good"
"4651","dec11","New York","Niagara","Niagara","Niagara University",198,"NiagaraNew York",0.0256975071793426,"Fully in person","3763","Private nonprofit, 4-year",0.052617592346532,0.0269200851671894,"bad"
"4653","dec11","New York","New York","New York City","Nyack College",9,"New YorkNew York",0.215068281199922,"Primarily online","2351","Private nonprofit, 4-year",0.0038281582305402,-0.211240122969382,"good"
"4654","dec11","New York","Onondaga","Syracuse","Onondaga Community College",59,"OnondagaNew York",0.0302804606886009,"Hybrid","9834","Public, 2-year",0.0059995932479154,-0.0242808674406855,"good"
"4655","dec11","New York","Orange","Middletown","Orange County Community College",15,"OrangeNew York",0.0491972774977919,"Primarily online","6617","Public, 2-year",0.00226688831796887,-0.046930389179823,"good"
"4656","dec11","New York","New York","New York City","Pace University",144,"New YorkNew York",0.215068281199922,"Primarily online","13326","Private nonprofit, 4-year",0.0108059432687978,-0.204262337931124,"good"
"4660","dec11","New York","New York","New York City","Pratt Institute",12,"New YorkNew York",0.215068281199922,"Primarily online","5015","Private nonprofit, 4-year",0.00239282153539382,-0.212675459664528,"good"
"4661","dec11","New York","Rensselaer","Troy","Rensselaer Polytechnic Institute",34,"RensselaerNew York",0.0148128079438487,"Primarily online","7895","Private nonprofit, 4-year",0.00430652311589614,-0.0105062848279526,"good"
"4662","dec11","New York","Monroe","Rochester","Roberts Wesleyan College",34,"MonroeNew York",0.0286719603111477,"Primarily online","1739","Private nonprofit, 4-year",0.019551466359977,-0.0091204939511707,"good"
"4663","dec11","New York","Monroe","Rochester","Rochester Institute of Technology",140,"MonroeNew York",0.0286719603111477,"Primarily in person","16463","Private nonprofit, 4-year",0.00850391787645022,-0.0201680424346975,"good"
"4665","dec11","New York","Rockland","Suffern","Rockland Community College",20,"RocklandNew York",0.0721479239630558,"Primarily online","6859","Public, 2-year",0.00291587694999271,-0.0692320470130631,"good"
"4697","dec11","New York","Westchester","Bronxville","Sarah Lawrence College",12,"WestchesterNew York",0.0589081618098492,"Primarily online","1709","Private nonprofit, 4-year",0.00702165008777063,-0.0518865117220786,"good"
"4698","dec11","New York","Schenectady","Schenectady","Schenectady County Community College",16,"SchenectadyNew York",0.0217065145300356,"Primarily online","5231","Public, 2-year",0.00305868858726821,-0.0186478259427674,"good"
"4699","dec11","New York","Albany","Loudonville","Siena College",189,"AlbanyNew York",0.0241959241389694,"Primarily in person","3221","Private nonprofit, 4-year",0.0586774293697609,0.0344815052307915,"bad"
"4700","dec11","New York","Saratoga","Saratoga Springs","Skidmore College",21,"SaratogaNew York",0.0133340294001209,"Hybrid","2613","Private nonprofit, 4-year",0.00803673938002296,-0.00529729002009794,"good"
"4702","dec11","New York","Cattaraugus","St. Bonaventure","St. Bonaventure University",156,"CattaraugusNew York",0.0209414454064138,"Primarily in person","2379","Private nonprofit, 4-year",0.0655737704918033,0.0446323250853895,"bad"
"4704","dec11","New York","Monroe","Rocheser","St. John Fisher College",105,"MonroeNew York",0.0286719603111477,"Primarily in person","3712","Private nonprofit, 4-year",0.0282866379310345,-0.000385322380113219,"good"
"4709","dec11","New York","St. Lawrence","Canton","St. Lawrence University",17,"St. LawrenceNew York",0.0111936142565435,"Hybrid","2522","Private nonprofit, 4-year",0.00674068199841396,-0.00445293225812954,"good"
"4710","dec11","New York","Rockland","Sparkill","St. Thomas Aquinas College",40,"RocklandNew York",0.0721479239630558,"Primarily in person","2000","Private nonprofit, 4-year",0.02,-0.0521479239630558,"good"
"4711","dec11","New York","Suffolk","Stony Brook","Stony Brook University",645,"SuffolkNew York",0.0481125232882817,"Primarily online","26256","Public, 4-year",0.0245658135283364,-0.0235467097599453,"good"
"4713","dec11","New York","Sullivan","Loch Sheldrake","Sullivan County Community College",3,"SullivanNew York",0.0314985682468979,"Primarily online","1534","Public, 2-year",0.00195567144719687,-0.029542896799701,"good"
"4715","dec11","New York","Onondaga","Syracuse","Syracuse University",801,"OnondagaNew York",0.0302804606886009,"Hybrid","22803","Private nonprofit, 4-year",0.0351269569793448,0.00484649629074392,"bad"
"4721","dec11","New York","Tompkins","Dryden","Tompkins Cortland Community College",45,"TompkinsNew York",0.0142004306126444,"Primarily online","2373","Public, 2-year",0.0189633375474083,0.00476290693476394,"bad"
"4723","dec11","New York","Erie","Buffalo","Trocaire College",25,"ErieNew York",0.0340502143241225,"Primarily online","1349","Private nonprofit, 4-year",0.0185322461082283,-0.0155179682158942,"good"
"4724","dec11","New York","Ulster","Stone Ridge","Ulster County Community College",9,"UlsterNew York",0.023105990212476,"Primarily online","3554","Public, 2-year",0.00253235790658413,-0.0205736323058919,"good"
"4726","dec11","New York","Nassau","Kings Point","United States Merchant Marine Academy",3,"NassauNew York",0.0500971314531986,"Undetermined","1015","Public, 4-year",0.00295566502463054,-0.0471414664285681,"good"
"4728","dec11","New York","Monroe","Rochester","University of Rochester",96,"MonroeNew York",0.0286719603111477,"Hybrid","11817","Private nonprofit, 4-year",0.00812388931200812,-0.0205480709991396,"good"
"4730","dec11","New York","Oneida","Utica","Utica College",73,"OneidaNew York",0.0309002890615775,"Hybrid","5196","Private nonprofit, 4-year",0.0140492686682063,-0.0168510203933712,"good"
"4731","dec11","New York","Dutchess","Poughkeepsie","Vassar College",50,"DutchessNew York",0.0293285930840397,"Hybrid","2456","Private nonprofit, 4-year",0.0203583061889251,-0.00897028689511462,"good"
"4732","dec11","New York","New York","New York City","Vaughn College of Aeronautics and Technology",7,"New YorkNew York",0.215068281199922,"Hybrid","1542","Private nonprofit, 4-year",0.00453955901426719,-0.210528722185655,"good"
"4734","dec11","New York","New York","New York City","Wagner College",40,"New YorkNew York",0.215068281199922,"Hybrid","2218","Private nonprofit, 4-year",0.018034265103697,-0.197034016096225,"good"
"4735","dec11","New York","Nassau","Glen Cove","Webb Institute",0,"NassauNew York",0.0500971314531986,"Primarily in person","104","Private nonprofit, 4-year",0,-0.0500971314531986,"good"
"4737","dec11","New York","Cayuga","Aurora","Wells College",6,"CayugaNew York",0.017290012536565,"Primarily in person","471","Private nonprofit, 4-year",0.0127388535031847,-0.00455115903338029,"good"
"4739","dec11","New York","New York","New York City","Yeshiva University",5,"New YorkNew York",0.215068281199922,"Primarily in person","6479","Private nonprofit, 4-year",0.00077172403148634,-0.214296557168436,"good"
"4740","dec11","North Carolina","Watauga","Boone","Appalachian State University",1284,"WataugaNorth Carolina",0.0393933460312939,"Primarily online","19108","Public, 4-year",0.0671969855557882,0.0278036395244943,"bad"
"4741","dec11","North Carolina","Wilson","Wilson","Barton College",108,"WilsonNorth Carolina",0.0554271952665615,"Primarily in person","1059","Private nonprofit, 4-year",0.101983002832861,0.0465558075662997,"bad"
"4742","dec11","North Carolina","Gaston","Belmont","Belmont Abbey College",66,"GastonNorth Carolina",0.0524252991818429,"Primarily in person","1556","Private nonprofit, 4-year",0.0424164524421594,-0.0100088467396835,"good"
"4743","dec11","North Carolina","Transylvania","Brevard","Brevard College",20,"TransylvaniaNorth Carolina",0.0182637778100916,"Primarily in person","702","Private nonprofit, 4-year",0.0284900284900285,0.0102262506799369,"bad"
"4744","dec11","North Carolina","Harnett","Bules Creek","Campbell University",149,"HarnettNorth Carolina",0.0342119197505442,"Primarily online","6448","Private nonprofit, 4-year",0.0231079404466501,-0.0111039793038941,"good"
"4745","dec11","North Carolina","Mecklenburg","Charlotte","Carolinas College of Health Sciences",18,"MecklenburgNorth Carolina",0.0443407339628011,"Primarily online","467","Public, 4-year",0.0385438972162741,-0.00579683674652701,"good"
"4746","dec11","North Carolina","Rowan","Salisbury","Catawba College",40,"RowanNorth Carolina",0.0470483080907607,"Primarily online","1294","Private nonprofit, 4-year",0.0309119010819165,-0.0161364070088442,"good"
"4747","dec11","North Carolina","Hertford","Murfreesboro","Chowan University",25,"HertfordNorth Carolina",0.0466697639059002,"Primarily online","1399","Private nonprofit, 4-year",0.0178699070764832,-0.028799856829417,"good"
"4748","dec11","North Carolina","Mecklenburg","Davidson","Davidson College",48,"MecklenburgNorth Carolina",0.0443407339628011,"Hybrid","1843","Private nonprofit, 4-year",0.0260444926749864,-0.0182962412878147,"good"
"4749","dec11","North Carolina","Durham","Durham","Duke University",267,"DurhamNorth Carolina",0.0386670731100383,"Hybrid","16606","Private nonprofit, 4-year",0.0160785258340359,-0.0225885472760024,"good"
"4750","dec11","North Carolina","Durham","Durham","Durham Technical Community College",11,"DurhamNorth Carolina",0.0386670731100383,"Primarily online","5434","Public, 2-year",0.00202429149797571,-0.0366427816120626,"good"
"4751","dec11","North Carolina","Pitt","Greenville","East Carolina University",1588,"PittNorth Carolina",0.0500049794735037,"Fully online","28718","Public, 4-year",0.0552963298279825,0.00529135035447875,"bad"
"4752","dec11","North Carolina","Pasquotank","Elizabeth City","Elizabeth City State University",75,"PasquotankNorth Carolina",0.0312625552430695,"Hybrid","1677","Public, 4-year",0.0447227191413238,0.0134601638982543,"bad"
"4753","dec11","North Carolina","Alamance","Elon","Elon University",927,"AlamanceNorth Carolina",0.0482983204431623,"Primarily in person","6991","Private nonprofit, 4-year",0.132599055929052,0.0843007354858893,"bad"
"4754","dec11","North Carolina","Cumberland","Fayetteville","Fayetteville State University",156,"CumberlandNorth Carolina",0.0319693361429947,"Primarily online","6318","Public, 4-year",0.0246913580246914,-0.00727797811830334,"good"
"4755","dec11","North Carolina","Cleveland","Boiling Springs","Gardner-Webb University",166,"ClevelandNorth Carolina",0.050762146875351,"Primarily in person","3598","Private nonprofit, 4-year",0.0461367426347971,-0.00462540424055389,"good"
"4756","dec11","North Carolina","Guilford","Greensboro","Greensboro College",43,"GuilfordNorth Carolina",0.0359678614378209,"Primarily in person","1026","Private nonprofit, 4-year",0.0419103313840156,0.00594246994619469,"bad"
"4757","dec11","North Carolina","Guilford","Greensboro","Guilford College",36,"GuilfordNorth Carolina",0.0359678614378209,"Primarily in person","1576","Private nonprofit, 4-year",0.0228426395939086,-0.0131252218439123,"good"
"4758","dec11","North Carolina","Guilford","High Point","High Point University",153,"GuilfordNorth Carolina",0.0359678614378209,"Fully in person","5137","Private nonprofit, 4-year",0.0297839205762118,-0.00618394086160911,"good"
"4762","dec11","North Carolina","Catawba","Hickory","Lenoir-Rhyne University",54,"CatawbaNorth Carolina",0.0513754222787698,"Primarily in person","2700","Private nonprofit, 4-year",0.02,-0.0313754222787698,"good"
"4763","dec11","North Carolina","Rowan","Salisbury","Livingstone College",1,"RowanNorth Carolina",0.0470483080907607,"Hybrid","1148","Private nonprofit, 4-year",0.000871080139372822,-0.0461772279513879,"good"
"4764","dec11","North Carolina","Madison","Mars Hill","Mars Hill University",62,"MadisonNorth Carolina",0.0283612962537348,"Primarily online","1154","Private nonprofit, 4-year",0.0537261698440208,0.025364873590286,"bad"
"4765","dec11","North Carolina","Wake","Raleigh","Meredith College",62,"WakeNorth Carolina",0.0309904736719493,"Primarily in person","1905","Private nonprofit, 4-year",0.0325459317585302,0.00155545808658088,"bad"
"4766","dec11","North Carolina","Cumberland","Fayetteville","Methodist University",37,"CumberlandNorth Carolina",0.0319693361429947,"Fully in person","2092","Private nonprofit, 4-year",0.0176864244741874,-0.0142829116688073,"good"
"4767","dec11","North Carolina","Buncombe","Montreat","Montreat College",48,"BuncombeNorth Carolina",0.0248706884999866,"Hybrid","921","Private nonprofit, 4-year",0.0521172638436482,0.0272465753436616,"bad"
"4769","dec11","North Carolina","Durham","Durham","North Carolina Central University",137,"DurhamNorth Carolina",0.0386670731100383,"Hybrid","8207","Public, 4-year",0.0166930668941148,-0.0219740062159235,"good"
"4770","dec11","North Carolina","Wake","Raleigh","North Carolina State University",1426,"WakeNorth Carolina",0.0309904736719493,"Fully online","35479","Public, 4-year",0.0401927901011866,0.00920231642923732,"bad"
"4771","dec11","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",70,"NashNorth Carolina",0.0520583681520287,"Primarily in person","2034","Private nonprofit, 4-year",0.0344149459193707,-0.017643422232658,"good"
"4772","dec11","North Carolina","Stanly","Misenheimer","Pfeiffer University",53,"StanlyNorth Carolina",0.0536732159347833,"Primarily in person","1365","Private nonprofit, 4-year",0.0388278388278388,-0.0148453771069445,"good"
"4773","dec11","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",2,"MecklenburgNorth Carolina",0.0443407339628011,"Fully online","2536","Private nonprofit, 4-year",0.000788643533123028,-0.0435520904296781,"good"
"4775","dec11","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina",0.0410311408728861,"Fully online","842","Private nonprofit, 4-year",0,-0.0410311408728861,"good"
"4776","dec11","North Carolina","Wake","Raleigh","Shaw University",30,"WakeNorth Carolina",0.0309904736719493,"Hybrid","1411","Private nonprofit, 4-year",0.0212615166548547,-0.00972895701709459,"good"
"4777","dec11","North Carolina","Wayne","Mount Olive","University of Mount Olive",91,"WayneNorth Carolina",0.0517253981531864,"Primarily online","3208","Private nonprofit, 4-year",0.0283665835411471,-0.0233588146120393,"good"
"4779","dec11","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",33,"ForsythNorth Carolina",0.0410311408728861,"Primarily in person","1042","Public, 4-year",0.0316698656429942,-0.00936127522989186,"good"
