"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"849","oct8","New Jersey","Mercer","Princeton","Princeton University",50,"MercerNew Jersey",0.0239147592738753,"Fully online","8374","Private nonprofit, 4-year",0.0059708621925006,-0.0179438970813747,"good"
"850","oct8","New Jersey","Bergen","Mahwah","Ramapo College of New Jersey",19,"BergenNew Jersey",0.0247993460644796,"Primarily online","6174","Public, 4-year",0.00307742144476838,-0.0217219246197112,"good"
"851","oct8","New Jersey","Mercer","Lawrenceville ","Rider University",17,"MercerNew Jersey",0.0239147592738753,"Primarily online","4824","Private nonprofit, 4-year",0.0035240464344942,-0.0203907128393811,"good"
"852","oct8","New Jersey","Gloucester","Glassboro","Rowan University",207,"GloucesterNew Jersey",0.0165857438724986,"Primarily in person","19465","Public, 4-year",0.0106344721294631,-0.00595127174303546,"good"
"854","oct8","New Jersey","Hudson","Jersey City","Saint Peter's University",4,"HudsonNew Jersey",0.0314519379349218,"Fully online","3452","Private nonprofit, 4-year",0.00115874855156431,-0.0302931893833575,"good"
"855","oct8","New Jersey","Essex","South Orange","Seton Hall University",14,"EssexNew Jersey",0.0271372696267092,"Hybrid","10162","Private nonprofit, 4-year",0.00137768155874828,-0.0257595880679609,"good"
"856","oct8","New Jersey","Hudson","Hoboken","Stevens Institute of Technology",15,"HudsonNew Jersey",0.0314519379349218,"Hybrid","6929","Private nonprofit, 4-year",0.00216481454755376,-0.029287123387368,"good"
"857","oct8","New Jersey","Atlantic","Galloway","Stockton University",87,"AtlanticNew Jersey",0.0163423976940873,"Hybrid","9621","Public, 4-year",0.00904271905207359,-0.00729967864201371,"good"
"861","oct8","New Mexico","Roosevelt","Portales","Eastern New Mexico University",24,"RooseveltNew Mexico",0.0174054054054054,"Primarily online","6005","Public, 4-year",0.00399666944213156,-0.0134087359632738,"good"
"862","oct8","New Mexico","Santa Fe","Santa Fe","Institute of American Indian Arts",0,"Santa FeNew Mexico",0.00748214261961452,"Primarily online","589","Public, 4-year",0,-0.00748214261961452,"good"
"863","oct8","New Mexico","McKinley","Crownpoint","Navajo Technical University",1,"McKinleyNew Mexico",0.0613028430507097,"Primarily online","1600","Public, 4-year",0.000625,-0.0606778430507097,"good"
"864","oct8","New Mexico","San Miguel","Las Vegas","New Mexico Highlands University",7,"San MiguelNew Mexico",0.00392271877405873,"Primarily online","3037","Public, 4-year",0.00230490615739216,-0.00161781261666657,"good"
"865","oct8","New Mexico","Socorro","Socorro","New Mexico Institute of Mining and Technology",1,"SocorroNew Mexico",0.00745326681493058,"Primarily online","1895","Public, 4-year",0.000527704485488127,-0.00692556232944245,"good"
"866","oct8","New Mexico","Chaves","Roswell","New Mexico Military Institute",3,"ChavesNew Mexico",0.0217132244834791,"Primarily in person","412","Public, 2-year",0.00728155339805825,-0.0144316710854208,"good"
"868","oct8","New Mexico","Rio Arriba","Española","Northern New Mexico College",0,"Rio ArribaNew Mexico",0.0104313866550191,"Fully online","926","Public, 4-year",0,-0.0104313866550191,"good"
"869","oct8","New Mexico","San Juan","Farmington","San Juan College",5,"San JuanNew Mexico",0.0275980574065409,"Primarily online","6679","Public, 2-year",0.00074861506213505,-0.0268494423444058,"good"
"871","oct8","New Mexico","Bernalillo","Albuquerque","University of New Mexico",49,"BernalilloNew Mexico",0.0105798524857868,"Hybrid","24319","Public, 4-year",0.00201488548048851,-0.00856496700529829,"good"
"872","oct8","New Mexico","Grant","Silver City","Western New Mexico University",11,"GrantNew Mexico",0.00496333061708275,"Primarily online","3248","Public, 4-year",0.00338669950738916,-0.00157663110969359,"good"
"873","oct8","New York","Nassau","Garden City","Adelphi University",25,"NassauNew York",0.0350174364960749,"Primarily online","8146","Public, 2-year",0.00306899091578689,-0.031948445580288,"good"
"876","oct8","New York","Allegany","Alfred","Alfred University",1,"AlleganyNew York",0.00282050725738214,"Primarily in person","2302","Private nonprofit, 4-year",0.000434404865334492,-0.00238610239204765,"good"
"877","oct8","New York","Dutchess","Annadale-on-Hudson","Bard College",1,"DutchessNew York",0.0177215534059779,"Primarily in person","2207","Private nonprofit, 4-year",0.000453103760761214,-0.0172684496452167,"good"
"878","oct8","New York","New York","New York City","Barnard College",1,"New YorkNew York",0.155155688012447,"Fully online","2562","Private nonprofit, 4-year",0.00039032006245121,-0.154765367949996,"good"
"900","oct8","New York","Madison","Cazenovia","Cazenovia College",2,"MadisonNew York",0.00711859150561734,"Primarily in person","870","Private nonprofit, 4-year",0.00229885057471264,-0.0048197409309047,"good"
"901","oct8","New York","Dutchess","Potsdam","Clarkson University",3,"DutchessNew York",0.0177215534059779,"Hybrid","4274","Private nonprofit, 4-year",0.000701918577445016,-0.0170196348285329,"good"
"903","oct8","New York","Madison","Hamilton","Colgate University",48,"MadisonNew York",0.00711859150561734,"Hybrid","2969","Private nonprofit, 4-year",0.0161670596160323,0.00904846811041499,"bad"
"904","oct8","New York","New York","New York City","College of Mount Saint Vincent",4,"New YorkNew York",0.155155688012447,"Primarily in person","1861","Private nonprofit, 4-year",0.00214938205265986,-0.153006305959787,"good"
"905","oct8","New York","New York","New York City","Columbia University",14,"New YorkNew York",0.155155688012447,"Fully online","31077","Private nonprofit, 4-year",0.000450493934420954,-0.154705194078026,"good"
"908","oct8","New York","Tompkins","Ithaca","Cornell University",153,"TompkinsNew York",0.00448228616167547,"Hybrid","23600","Private nonprofit, 4-year",0.00648305084745763,0.00200076468578216,"bad"
"909","oct8","New York","Erie","Buffalo","D'Youville College",8,"ErieNew York",0.0129508806990733,"Hybrid","3045","Private nonprofit, 4-year",0.00262725779967159,-0.0103236228994017,"good"
"910","oct8","New York","Erie","Amherst","Daemen College",7,"ErieNew York",0.0129508806990733,"Primarily online","2574","Private nonprofit, 4-year",0.00271950271950272,-0.0102313779795706,"good"
"912","oct8","New York","Dutchess","Poughkeepsie","Dutchess Community College",7,"DutchessNew York",0.0177215534059779,"Primarily online","8582","Public, 2-year",0.000815660685154976,-0.0169058927208229,"good"
"913","oct8","New York","Chemung","Elmira","Elmira College",83,"ChemungNew York",0.00977760736196319,"Primarily in person","892","Private nonprofit, 4-year",0.0930493273542601,0.0832717199922969,"bad"
"916","oct8","New York","New York","New York City","Fashion Institute of Technology",12,"New YorkNew York",0.155155688012447,"Primarily online","8767","Public, 4-year",0.00136876924831755,-0.153786918764129,"good"
"917","oct8","New York","Ontario","Canandaigua","Finger Lakes Community College",7,"OntarioNew York",0.00457290689306503,"Primarily online","5944","Public, 2-year",0.00117765814266487,-0.00339524875040016,"good"
"918","oct8","New York","New York","New York City","Fordham University",30,"New YorkNew York",0.155155688012447,"Hybrid","16515","Private nonprofit, 4-year",0.00181653042688465,-0.153339157585562,"good"
"919","oct8","New York","Fulton","Johnstown","Fulton-Montgomery Community College",2,"FultonNew York",0.00655639435775434,"Primarily online","2451","Public, 2-year",0.000815993472052224,-0.00574040088570212,"good"
"920","oct8","New York","Genesee","Batavia","Genesee Community College",4,"GeneseeNew York",0.00614525139664804,"Primarily in person","5530","Public, 2-year",0.000723327305605787,-0.00542192409104225,"good"
"922","oct8","New York","Otsego","Oneonta","Hartwick College",20,"OtsegoNew York",0.00593347116467484,"Primarily in person","1176","Private nonprofit, 4-year",0.0170068027210884,0.0110733315564136,"bad"
"923","oct8","New York","Herkimer","Herkimer","Herkimer County Community College",3,"HerkimerNew York",0.00575678011709258,"Hybrid","2398","Public, 2-year",0.00125104253544621,-0.00450573758164637,"good"
"924","oct8","New York","Erie","Hamburg","Hilbert College",0,"ErieNew York",0.0129508806990733,"Primarily in person","764","Private nonprofit, 4-year",0,-0.0129508806990733,"good"
"926","oct8","New York","Nassau","Hempstead","Hofstra University",109,"NassauNew York",0.0350174364960749,"Primarily in person","10871","Private nonprofit, 4-year",0.0100266764787048,-0.0249907600173701,"good"
"927","oct8","New York","Allegany","Houghton","Houghton College",1,"AlleganyNew York",0.00282050725738214,"Hybrid","1001","Private nonprofit, 4-year",0.000999000999000999,-0.00182150625838114,"good"
"928","oct8","New York","Rensselaer","Troy","Hudson Valley Community College",14,"RensselaerNew York",0.00602971382486737,"Primarily online","10896","Public, 2-year",0.0012848751835536,-0.00474483864131377,"good"
"929","oct8","New York","Westchester","New Rochelle","Iona College",14,"WestchesterNew York",0.0399243002110581,"Primarily online","3926","Private nonprofit, 4-year",0.00356597045338767,-0.0363583297576704,"good"
"930","oct8","New York","Tompkins","Ithaca ","Ithaca College",13,"TompkinsNew York",0.00448228616167547,"Fully online","6517","Private nonprofit, 4-year",0.00199478287555624,-0.00248750328611923,"good"
"931","oct8","New York","Chautauqua","Jamestown","Jamestown Community College",10,"ChautauquaNew York",0.00505110202280482,"Primarily online","4476","Public, 2-year",0.00223413762287757,-0.00281696439992725,"good"
"932","oct8","New York","Yates","Keuka Park","Keuka College",1,"YatesNew York",0.00268935896921286,"Primarily in person","1926","Private nonprofit, 4-year",0.000519210799584631,-0.00217014816962823,"good"
"933","oct8","New York","Onondaga","Syracuse","Le Moyne College",14,"OnondagaNew York",0.0100667060417608,"Primarily in person","3356","Private nonprofit, 4-year",0.00417163289630513,-0.00589507314545567,"good"
"935","oct8","New York","New York","New York City","Manhattan College",31,"New YorkNew York",0.155155688012447,"Hybrid","4232","Private nonprofit, 4-year",0.00732514177693762,-0.147830546235509,"good"
"936","oct8","New York","Westchester","Purchase","Manhattanville College",1,"WestchesterNew York",0.0399243002110581,"Primarily online","2494","Private nonprofit, 4-year",0.000400962309542903,-0.0395233379015152,"good"
"937","oct8","New York","Dutchess","Poughkeepsie","Marist College",6,"DutchessNew York",0.0177215534059779,"Primarily in person","6624","Private nonprofit, 4-year",0.000905797101449275,-0.0168157563045286,"good"
"938","oct8","New York","New York","New York City","Marymount Manhattan College",2,"New YorkNew York",0.155155688012447,"Primarily online","2063","Private nonprofit, 4-year",0.000969461948618517,-0.154186226063828,"good"
"939","oct8","New York","Erie","Buffalo","Medaille College",40,"ErieNew York",0.0129508806990733,"Primarily in person","2146","Private nonprofit, 4-year",0.0186393289841566,0.00568844828508327,"bad"
"940","oct8","New York","Westchester","Dobbs Ferry","Mercy College",27,"WestchesterNew York",0.0399243002110581,"Hybrid","9031","Private nonprofit, 4-year",0.00298970213708338,-0.0369345980739747,"good"
"941","oct8","New York","Oneida","Utica","Mohawk Valley Community College",3,"OneidaNew York",0.0108890064765537,"Primarily online","6317","Public, 2-year",0.000474908975779642,-0.0104140975007741,"good"
"942","oct8","New York","Nassau","Rockville Centre","Molloy College",10,"NassauNew York",0.0350174364960749,"Primarily in person","4929","Private nonprofit, 4-year",0.00202880908906472,-0.0329886274070102,"good"
"944","oct8","New York","Monroe","Rochester","Monroe Community College",34,"MonroeNew York",0.00844871051673699,"Primarily online","12273","Public, 2-year",0.00277030880795242,-0.00567840170878457,"good"
"946","oct8","New York","Nassau","Garden City","Nassau Community College",34,"NassauNew York",0.0350174364960749,"Primarily online","17406","Public, 2-year",0.00195334941974032,-0.0330640870763346,"good"
"949","oct8","New York","Nassau","Old Westbury","New York Institute of Technology",3,"NassauNew York",0.0350174364960749,"Primarily online","7173","Private nonprofit, 4-year",0.000418235048097031,-0.0345992014479779,"good"
"951","oct8","New York","New York","New York City","New York University",251,"New YorkNew York",0.155155688012447,"Hybrid","51847","Private nonprofit, 4-year",0.00484116728065269,-0.150314520731794,"good"
"952","oct8","New York","Niagara","Sanborn","Niagara County Community College",9,"NiagaraNew York",0.00880156344818689,"Primarily online","5047","Public, 2-year",0.00178323756687141,-0.00701832588131548,"good"
"953","oct8","New York","Niagara","Niagara","Niagara University",1,"NiagaraNew York",0.00880156344818689,"Fully in person","3763","Private nonprofit, 4-year",0.000265745415891576,-0.00853581803229531,"good"
"954","oct8","New York","New York","New York","Nyack College",0,"New YorkNew York",0.155155688012447,"Primarily online","2351","Private nonprofit, 4-year",0,-0.155155688012447,"good"
"955","oct8","New York","Onondaga","Syracuse","Onondaga Community College",14,"OnondagaNew York",0.0100667060417608,"Hybrid","9834","Public, 2-year",0.00142363229611552,-0.00864307374564528,"good"
"956","oct8","New York","Orange","Middletown","Orange County Community College",5,"OrangeNew York",0.032675222112537,"Primarily online","6617","Public, 2-year",0.000755629439322956,-0.031919592673214,"good"
"957","oct8","New York","New York","New York","Pace University",45,"New YorkNew York",0.155155688012447,"Primarily online","13326","Private nonprofit, 4-year",0.00337685727149932,-0.151778830740948,"good"
"958","oct8","New York","New York","New York City","Pratt Institute",2,"New YorkNew York",0.155155688012447,"Primarily online","5015","Private nonprofit, 4-year",0.000398803589232303,-0.154756884423215,"good"
"959","oct8","New York","Rensselaer","Troy","Rensselaer Polytechnic Institute",5,"RensselaerNew York",0.00602971382486737,"Primarily online","7895","Private nonprofit, 4-year",0.000633312222925902,-0.00539640160194147,"good"
"960","oct8","New York","Monroe","Rochester","Roberts Wesleyan College",4,"MonroeNew York",0.00844871051673699,"Primarily online","1739","Private nonprofit, 4-year",0.00230017251293847,-0.00614853800379852,"good"
"961","oct8","New York","Monroe","Rochester","Rochester Institute of Technology",17,"MonroeNew York",0.00844871051673699,"Primarily in person","16463","Private nonprofit, 4-year",0.00103261859928324,-0.00741609191745375,"good"
"962","oct8","New York","Rockland","Suffern","Rockland Community College",3,"RocklandNew York",0.0498973261835114,"Primarily online","6859","Public, 2-year",0.000437381542498907,-0.0494599446410125,"good"
"993","oct8","New York","Westchester","Bronxville","Sarah Lawrence College",3,"WestchesterNew York",0.0399243002110581,"Primarily online","1709","Private nonprofit, 4-year",0.00175541252194266,-0.0381688876891154,"good"
"994","oct8","New York","Schenectady","Schenectady","Schenectady County Community College",4,"SchenectadyNew York",0.00922092222100593,"Primarily online","5231","Public, 2-year",0.000764672146817052,-0.00845625007418888,"good"
"995","oct8","New York","Albany","Loudonville","Siena College",39,"AlbanyNew York",0.0105824435526635,"Primarily in person","3221","Private nonprofit, 4-year",0.0121080409810618,0.00152559742839828,"bad"
"996","oct8","New York","Saratoga","Saratoga Springs","Skidmore College",4,"SaratogaNew York",0.00483331375645493,"Hybrid","2613","Private nonprofit, 4-year",0.00153080750095675,-0.00330250625549817,"good"
"997","oct8","New York","Cattaraugus","St. Bonaventure","St. Bonaventure University",7,"CattaraugusNew York",0.00415150360629032,"Primarily in person","2379","Private nonprofit, 4-year",0.00294241277847835,-0.00120909082781197,"good"
"999","oct8","New York","Monroe","Rocheser","St. John Fisher College",3,"MonroeNew York",0.00844871051673699,"Primarily in person","3712","Private nonprofit, 4-year",0.000808189655172414,-0.00764052086156458,"good"
"1003","oct8","New York","St. Lawrence","Canton","St. Lawrence University",2,"St. LawrenceNew York",0.00312790050120661,"Hybrid","2522","Private nonprofit, 4-year",0.000793021411578113,-0.0023348790896285,"good"
"1004","oct8","New York","Rockland","Sparkill","St. Thomas Aquinas College",8,"RocklandNew York",0.0498973261835114,"Primarily in person","2000","Private nonprofit, 4-year",0.004,-0.0458973261835114,"good"
"1005","oct8","New York","Suffolk","Stony Brook","Stony Brook University",503,"SuffolkNew York",0.0318901314573131,"Primarily online","26256","Public, 4-year",0.0191575258988422,-0.0127326055584709,"good"
"1007","oct8","New York","Onondaga","Syracuse","Syracuse University",124,"OnondagaNew York",0.0100667060417608,"Hybrid","22803","Private nonprofit, 4-year",0.00543788098057273,-0.00462882506118807,"good"
"1011","oct8","New York","Tompkins","Dryden","Tompkins Cortland Community College",10,"TompkinsNew York",0.00448228616167547,"Primarily online","2373","Public, 2-year",0.00421407501053519,-0.000268211151140283,"good"
"1013","oct8","New York","Erie","Buffalo","Trocaire College",4,"ErieNew York",0.0129508806990733,"Primarily online","1349","Private nonprofit, 4-year",0.00296515937731653,-0.00998572132175677,"good"
"1014","oct8","New York","Ulster","Stone Ridge","Ulster County Community College",2,"UlsterNew York",0.013149521605199,"Primarily online","3554","Public, 2-year",0.00056274620146314,-0.0125867754037359,"good"
"1016","oct8","New York","Nassau","Kings Point","United States Merchant Marine Academy",3,"NassauNew York",0.0350174364960749,"Undetermined","1015","Public, 4-year",0.00295566502463054,-0.0320617714714444,"good"
"1018","oct8","New York","Monroe","Rochester","University of Rochester",18,"MonroeNew York",0.00844871051673699,"Hybrid","11817","Private nonprofit, 4-year",0.00152322924600152,-0.00692548127073547,"good"
"1020","oct8","New York","Oneida","Utica","Utica College",16,"OneidaNew York",0.0108890064765537,"Hybrid","5196","Private nonprofit, 4-year",0.00307929176289453,-0.00780971471365917,"good"
"1021","oct8","New York","Dutchess","Poughkeepsie","Vassar College",32,"DutchessNew York",0.0177215534059779,"Hybrid","2456","Private nonprofit, 4-year",0.0130293159609121,-0.00469223744506585,"good"
"1022","oct8","New York","New York","New York City","Wagner College",12,"New YorkNew York",0.155155688012447,"Hybrid","2218","Private nonprofit, 4-year",0.00541027953110911,-0.149745408481338,"good"
"1023","oct8","New York","Cayuga","Aurora","Wells College",0,"CayugaNew York",0.00305578771416632,"Primarily in person","471","Private nonprofit, 4-year",0,-0.00305578771416632,"good"
"1024","oct8","New York","New York","New York City","Yeshiva University",3,"New YorkNew York",0.155155688012447,"Primarily in person","6479","Private nonprofit, 4-year",0.000463034418891804,-0.154692653593555,"good"
"1025","oct8","North Carolina","Watauga","Boone","Appalachian State University",863,"WataugaNorth Carolina",0.0194919629029674,"Primarily online","19108","Public, 4-year",0.0451643290768265,0.0256723661738591,"bad"
"1026","oct8","North Carolina","Wilson","Wilson","Barton College",10,"WilsonNorth Carolina",0.029363944206061,"Primarily in person","1059","Private nonprofit, 4-year",0.00944287063267233,-0.0199210735733887,"good"
"1027","oct8","North Carolina","Gaston","Belmont","Belmont Abbey College",63,"GastonNorth Carolina",0.0256537017489946,"Primarily in person","1556","Private nonprofit, 4-year",0.0404884318766067,0.0148347301276121,"bad"
"1028","oct8","North Carolina","Transylvania","Brevard","Brevard College",2,"TransylvaniaNorth Carolina",0.0100625272647957,"Primarily in person","702","Private nonprofit, 4-year",0.00284900284900285,-0.00721352441579285,"good"
"1029","oct8","North Carolina","Harnett","Bules Creek","Campbell University",18,"HarnettNorth Carolina",0.0180252397481909,"Primarily online","6448","Private nonprofit, 4-year",0.00279156327543424,-0.0152336764727567,"good"
"1030","oct8","North Carolina","Mecklenburg","Charlotte","Carolinas College of Health Sciences",3,"MecklenburgNorth Carolina",0.0268643570170288,"Primarily online","467","Public, 4-year",0.00642398286937901,-0.0204403741476498,"good"
"1031","oct8","North Carolina","Rowan","Salisbury","Catawba College",12,"RowanNorth Carolina",0.0255827374584764,"Primarily online","1294","Private nonprofit, 4-year",0.00927357032457496,-0.0163091671339014,"good"
"1032","oct8","North Carolina","Hertford","Murfreesboro","Chowan University",3,"HertfordNorth Carolina",0.0342104151708409,"Primarily online","1399","Private nonprofit, 4-year",0.00214438884917798,-0.0320660263216629,"good"
"1033","oct8","North Carolina","Mecklenburg","Davidson","Davidson College",24,"MecklenburgNorth Carolina",0.0268643570170288,"Hybrid","1843","Private nonprofit, 4-year",0.0130222463374932,-0.0138421106795356,"good"
"1034","oct8","North Carolina","Durham","Durham","Duke University",121,"DurhamNorth Carolina",0.0250491464689195,"Hybrid","16606","Private nonprofit, 4-year",0.00728652294351439,-0.0177626235254051,"good"
"1035","oct8","North Carolina","Durham","Durham","Durham Technical Community College",3,"DurhamNorth Carolina",0.0250491464689195,"Primarily online","5434","Public, 2-year",0.000552079499447921,-0.0244970669694716,"good"
"1036","oct8","North Carolina","Pitt","Greenville","East Carolina University",1297,"PittNorth Carolina",0.0292184439698576,"Fully online","28718","Public, 4-year",0.0451633122083711,0.0159448682385135,"bad"
"1037","oct8","North Carolina","Pasquotank","Elizabeth City","Elizabeth City State University",27,"PasquotankNorth Carolina",0.0190086380072318,"Hybrid","1677","Public, 4-year",0.0161001788908766,-0.00290845911635523,"good"
"1038","oct8","North Carolina","Alamance","Elon","Elon University",239,"AlamanceNorth Carolina",0.0248010430124654,"Primarily in person","6991","Private nonprofit, 4-year",0.0341868116149335,0.00938576860246809,"bad"
"1039","oct8","North Carolina","Cumberland","Fayetteville","Fayetteville State University",110,"CumberlandNorth Carolina",0.017740209651604,"Primarily online","6318","Public, 4-year",0.0174105729661285,-0.00032963668547548,"good"
"1040","oct8","North Carolina","Cleveland","Boiling Springs","Gardner-Webb University",109,"ClevelandNorth Carolina",0.0256669423259518,"Primarily in person","3598","Private nonprofit, 4-year",0.0302946081156198,0.00462766578966799,"bad"
"1041","oct8","North Carolina","Guilford","Greensboro","Greensboro College",13,"GuilfordNorth Carolina",0.0173146876058782,"Primarily in person","1026","Private nonprofit, 4-year",0.0126705653021442,-0.00464412230373395,"good"
"1042","oct8","North Carolina","Guilford","Greensboro","Guilford College",19,"GuilfordNorth Carolina",0.0173146876058782,"Primarily in person","1576","Private nonprofit, 4-year",0.0120558375634518,-0.00525885004242642,"good"
"1043","oct8","North Carolina","Guilford","High Point","High Point University",153,"GuilfordNorth Carolina",0.0173146876058782,"Fully in person","5137","Private nonprofit, 4-year",0.0297839205762118,0.0124692329703336,"bad"
"1047","oct8","North Carolina","Catawba","Hickory","Lenoir-Rhyne University",14,"CatawbaNorth Carolina",0.0215981096953325,"Primarily in person","2700","Private nonprofit, 4-year",0.00518518518518519,-0.0164129245101473,"good"
"1049","oct8","North Carolina","Madison","Mars Hill","Mars Hill University",6,"MadisonNorth Carolina",0.00556193978395771,"Primarily online","1154","Private nonprofit, 4-year",0.00519930675909879,-0.000362633024858922,"good"
"1050","oct8","North Carolina","Wake","Raleigh","Meredith College",43,"WakeNorth Carolina",0.0170189456187076,"Primarily in person","1905","Private nonprofit, 4-year",0.0225721784776903,0.00555323285898269,"bad"
"1051","oct8","North Carolina","Cumberland","Fayetteville","Methodist University",37,"CumberlandNorth Carolina",0.017740209651604,"Fully in person","2092","Private nonprofit, 4-year",0.0176864244741874,-5.37851774166202e-05,"good"
"1052","oct8","North Carolina","Buncombe","Montreat","Montreat College",8,"BuncombeNorth Carolina",0.0130440941686352,"Hybrid","921","Private nonprofit, 4-year",0.00868621064060804,-0.00435788352802717,"good"
"1054","oct8","North Carolina","Durham","Durham","North Carolina Central University",76,"DurhamNorth Carolina",0.0250491464689195,"Hybrid","8207","Public, 4-year",0.00926038747410747,-0.015788758994812,"good"
"1055","oct8","North Carolina","Wake","Raleigh","North Carolina State University",1134,"WakeNorth Carolina",0.0170189456187076,"Fully online","35479","Public, 4-year",0.031962569407255,0.0149436237885474,"bad"
"1056","oct8","North Carolina","Nash","Rocky Mount","North Carolina Wesleyan College",11,"NashNorth Carolina",0.0282614689601052,"Primarily in person","2034","Private nonprofit, 4-year",0.00540806293018682,-0.0228534060299184,"good"
"1057","oct8","North Carolina","Stanly","Misenheimer","Pfeiffer University",25,"StanlyNorth Carolina",0.0341687099958603,"Primarily in person","1365","Private nonprofit, 4-year",0.0183150183150183,-0.015853691680842,"good"
"1058","oct8","North Carolina","Mecklenburg","Charlotte","Queens University of Charlotte",0,"MecklenburgNorth Carolina",0.0268643570170288,"Fully online","2536","Private nonprofit, 4-year",0,-0.0268643570170288,"good"
"1060","oct8","North Carolina","Forsyth","Winston-Salem","Salem College",0,"ForsythNorth Carolina",0.0194012477275403,"Fully online","842","Private nonprofit, 4-year",0,-0.0194012477275403,"good"
"1061","oct8","North Carolina","Wake","Raleigh","Shaw University",4,"WakeNorth Carolina",0.0170189456187076,"Hybrid","1411","Private nonprofit, 4-year",0.00283486888731396,-0.0141840767313936,"good"
"1062","oct8","North Carolina","Wayne","Mount Olive","University of Mount Olive",25,"WayneNorth Carolina",0.0298706255938797,"Primarily online","3208","Private nonprofit, 4-year",0.0077930174563591,-0.0220776081375206,"good"
"1064","oct8","North Carolina","Forsyth","Winston Salem","University of North Carolina School of the Arts",4,"ForsythNorth Carolina",0.0194012477275403,"Primarily in person","1042","Public, 4-year",0.00383877159309021,-0.0155624761344501,"good"
"1066","oct8","North Carolina","Orange","Chapel Hill","University of North Carolina, Chapel Hill",1229,"OrangeNorth Carolina",0.0187033594655028,"Fully online","30011","Public, 4-year",0.0409516510612775,0.0222482915957747,"bad"
"1067","oct8","North Carolina","Mecklenburg","Charlotte","University of North Carolina, Charlotte",217,"MecklenburgNorth Carolina",0.0268643570170288,"Primarily online","29710","Public, 4-year",0.00730393806799058,-0.0195604189490382,"good"
"1068","oct8","North Carolina","Guilford","Greensboro","University of North Carolina, Greensboro",112,"GuilfordNorth Carolina",0.0173146876058782,"Primarily online","20106","Public, 4-year",0.00557047647468417,-0.011744211131194,"good"
"1069","oct8","North Carolina","Robeson","Pembroke","University of North Carolina, Pembroke",279,"RobesonNorth Carolina",0.0379253588516746,"Primarily in person","7137","Public, 4-year",0.0390920554854981,0.00116669663382351,"bad"
"1070","oct8","North Carolina","Forsyth","Winston-Salem","Wake Forest University",142,"ForsythNorth Carolina",0.0194012477275403,"Primarily online","8401","Private nonprofit, 4-year",0.016902749672658,-0.00249849805488228,"good"
"1071","oct8","North Carolina","Wake","Raleigh","Wake Technical Community College",27,"WakeNorth Carolina",0.0170189456187076,"Primarily online","21872","Public, 2-year",0.00123445501097293,-0.0157844906077347,"good"
"1072","oct8","North Carolina","Buncombe","Swannanoa","Warren Wilson College",0,"BuncombeNorth Carolina",0.0130440941686352,"Primarily in person","741","Private nonprofit, 4-year",0,-0.0130440941686352,"good"
"1073","oct8","North Carolina","Jackson","Cullowhee","Western Carolina University",150,"JacksonNorth Carolina",0.0162501706950703,"Hybrid","11639","Public, 4-year",0.0128877051293066,-0.00336246556576366,"good"
"1074","oct8","North Carolina","Wake","Raleigh","William Peace University",7,"WakeNorth Carolina",0.0170189456187076,"Primarily in person","910","Private nonprofit, 4-year",0.00769230769230769,-0.00932663792639991,"good"
"1075","oct8","North Carolina","Union","Wingate","Wingate University",82,"UnionNorth Carolina",0.0216794033161149,"Primarily in person","3689","Private nonprofit, 4-year",0.0222282461371645,0.000548842821049642,"bad"
"1076","oct8","North Carolina","Forsyth","Winston-Salem","Winston-Salem State University",42,"ForsythNorth Carolina",0.0194012477275403,"Hybrid","5190","Public, 4-year",0.00809248554913295,-0.0113087621784074,"good"
"1077","oct8","North Dakota","Burleigh","Bismarck","Bismarck State College",91,"BurleighNorth Dakota",0.0446112981825027,"Primarily in person","3778","Public, 4-year",0.0240868184224457,-0.020524479760057,"good"
"1078","oct8","North Dakota","Bottineau","Bottineau","Dakota College, Bottineau",13,"BottineauNorth Dakota",0.0183062718879338,"Primarily in person","996","Public, 2-year",0.0130522088353414,-0.00525406305259243,"good"
"1079","oct8","North Dakota","Stark","Dickinson","Dickinson State University",81,"StarkNorth Dakota",0.0596081171202642,"Hybrid","1392","Public, 4-year",0.0581896551724138,-0.00141846194785041,"good"
"1080","oct8","North Dakota","Ramsey","Devils Lake","Lake Region State College",17,"RamseyNorth Dakota",0.025783488150013,"Primarily in person","2072","Public, 2-year",0.0082046332046332,-0.0175788549453798,"good"
"1081","oct8","North Dakota","Traill","Mayville","Mayville State University",15,"TraillNorth Dakota",0.0182926829268293,"Hybrid","1184","Public, 4-year",0.0126689189189189,-0.00562376400791038,"good"
"1082","oct8","North Dakota","Ward","Minot","Minot State University",212,"WardNorth Dakota",0.0195000073919664,"Primarily in person","3189","Public, 4-year",0.0664785199121982,0.0469785125202318,"bad"
"1083","oct8","North Dakota","Richland","Wahpeton","North Dakota State College of Science",72,"RichlandNorth Dakota",0.016566730543364,"Primarily online","2957","Public, 2-year",0.0243490023672641,0.00778227182390012,"bad"
"1084","oct8","North Dakota","Cass","Fargo","North Dakota State University",306,"CassNorth Dakota",0.0326841575831533,"Hybrid","13796","Public, 4-year",0.0221803421281531,-0.0105038154550002,"good"
"1088","oct8","North Dakota","Grand Forks","Grand Forks","University of North Dakota",890,"Grand ForksNorth Dakota",0.0357086291054124,"Hybrid","13847","Public, 4-year",0.0642738499313931,0.0285652208259807,"bad"
