date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
8-Oct,Indiana,Vanderburgh,Evansville,University of Evansville,69,0.02453555,Primarily online,2443,"Private nonprofit, 4-year",0.028243962
8-Oct,Indiana,Marion,Indianapolis,University of Indianapolis,76,0.023566685,Primarily online,5935,"Private nonprofit, 4-year",0.012805392
8-Oct,Indiana,St. Joseph,Notre Dame,University of Notre Dame,787,0.027363093,Primarily in person,12607,"Private nonprofit, 4-year",0.062425637
8-Oct,Indiana,Vanderburgh,Evansville,University of Southern Indiana,187,0.02453555,Hybrid,10986,"Public, 4-year",0.017021664
8-Oct,Indiana,Porter,Valparaiso,Valparaiso University,36,0.014273222,Primarily in person,3786,"Private nonprofit, 4-year",0.009508716
8-Oct,Indiana,Knox,Vincennes,Vincennes University,11,0.015986227,Other,17481,"Public, 4-year",0.000629255
8-Oct,Indiana,Montgomery,Crawfordsville,Wabash College,14,0.013433147,Primarily in person,882,"Private nonprofit, 4-year",0.015873016
8-Oct,Iowa,Buena Vista,Storm Lake,Buena Vista University,43,0.106269113,Fully in person,1846,"Private nonprofit, 4-year",0.023293608
8-Oct,Iowa,Marion,Pella,Central College,24,0.024659429,Primarily in person,1117,"Private nonprofit, 4-year",0.021486124
8-Oct,Iowa,Dubuque,Dubuque,Clarke University,41,0.039841333,Primarily online,1004,"Private nonprofit, 4-year",0.040836653
8-Oct,Iowa,Linn,Cedar Rapids,Coe College,36,0.019880374,Primarily in person,1422,"Private nonprofit, 4-year",0.025316456
8-Oct,Iowa,Linn,Mount Vernon,Cornell College,5,0.019880374,Hybrid,1028,"Private nonprofit, 4-year",0.004863813
8-Oct,Iowa,Polk,Des Moines,Drake University,7,0.034088799,Primarily in person,4869,"Private nonprofit, 4-year",0.001437667
8-Oct,Iowa,Poweshiek,Grinnell,Grinnell College,4,0.019725465,Fully online,1716,"Private nonprofit, 4-year",0.002331002
8-Oct,Iowa,Story,Ames,Iowa State University,1340,0.037387893,Primarily in person,34992,"Public, 4-year",0.038294467
8-Oct,Iowa,Henry,Mount Pleasant,Iowa Wesleyan University,103,0.043149243,Fully in person,616,"Private nonprofit, 4-year",0.167207792
8-Oct,Iowa,Winneshiek,Decorah,Luther College,7,0.018158171,Hybrid,2005,"Private nonprofit, 4-year",0.003491272
8-Oct,Iowa,Woodbury,Sioux City,Morningside College,46,0.059481897,Primarily in person,2698,"Private nonprofit, 4-year",0.017049666
8-Oct,Iowa,Dubuque,Dubuque,University of Dubuque,50,0.039841333,Hybrid,2385,"Private nonprofit, 4-year",0.020964361
8-Oct,Iowa,Johnson,Iowa City,University of Iowa,2109,0.035364563,Primarily in person,31656,"Public, 4-year",0.066622441
8-Oct,Iowa,Black Hawk,Cedar Falls,University of Northern Iowa,178,0.03611272,Primarily in person,11187,"Public, 4-year",0.015911326
8-Oct,Iowa,Fayette,Fayette,Upper Iowa University,52,0.013435115,Primarily in person,4392,"Private nonprofit, 4-year",0.011839709
8-Oct,Iowa,Bremer,Waverly,Wartburg College,69,0.021307158,Primarily in person,1498,"Private nonprofit, 4-year",0.046061415
8-Oct,Iowa,Mahaska,Oskaloosa,William Penn University,30,0.021271781,Fully in person,1279,"Private nonprofit, 4-year",0.023455825
8-Oct,Kansas,Allen,Iola,Allen County Community College,16,0.007842186,Primarily online,2540,"Public, 2-year",0.006299213
8-Oct,Kansas,Douglas,Baldwin City,Baker University,72,0.020407496,Primarily in person,2769,"Private nonprofit, 4-year",0.026002167
8-Oct,Kansas,Atchison,Atchison,Benedictine College,98,0.022771107,Primarily in person,2124,"Private nonprofit, 4-year",0.04613936
8-Oct,Kansas,Ford,Dodge City,Dodge City Community College,13,0.090246587,Fully in person,1548,"Public, 2-year",0.008397933
8-Oct,Kansas,Lyon,Emporia,Emporia State University,60,0.033589396,Primarily in person,5796,"Public, 4-year",0.010351967
8-Oct,Kansas,Ellis,Hays,Fort Hays State University,284,0.039960775,Hybrid,15523,"Public, 4-year",0.018295433
8-Oct,Kansas,Harvey,Hesston,Hesston College,7,0.011443841,Primarily in person,419,"Private nonprofit, 4-year",0.016706444
8-Oct,Kansas,Johnson,Overland Park,Johnson County Community College,82,0.020466433,Primarily online,18373,"Public, 2-year",0.004463071
8-Oct,Kansas,Riley,Manhattan,Kansas State University,811,0.026093868,Primarily in person,22221,"Public, 4-year",0.036497007
8-Oct,Kansas,Saline,Salina,Kansas Wesleyan University,13,0.015841694,Hybrid,741,"Private nonprofit, 4-year",0.01754386
8-Oct,Kansas,Labette,Parsons,Labette Community College,5,0.013457029,Hybrid,2178,"Public, 2-year",0.002295684
8-Oct,Kansas,Sedgwick,Whichita,Newman University,22,0.018601199,Fully in person,3373,"Private nonprofit, 4-year",0.006522384
8-Oct,Kansas,Crawford,Pittsburg,Pittsburg State University,170,0.030681643,Hybrid,6625,"Public, 4-year",0.025660377
8-Oct,Kansas,Douglas,Lawrence,University of Kansas,1009,0.020407496,Primarily in person,27690,"Public, 4-year",0.036439148
8-Oct,Kansas,Shawnee,Topeka,Washburn University,63,0.016819788,Hybrid,6571,"Public, 4-year",0.009587582
8-Oct,Kansas,Sedgwick,Wichita,Wichita State University,52,0.018601199,Primarily online,15778,"Public, 4-year",0.003295728
8-Oct,Kentucky,Knott,Pippa Passes,Alice Lloyd College,57,0.016682426,Undetermined,644,"Private nonprofit, 4-year",0.088509317
8-Oct,Kentucky,Jessamine,Wilmore,Asbury University,7,0.012695186,Primarily online,1940,"Private nonprofit, 4-year",0.003608247
8-Oct,Kentucky,Boyd,Ashland,Ashland Community and Technical College,4,0.011066398,Primarily online,2542,"Public, 2-year",0.001573564
8-Oct,Kentucky,Jefferson,Louisville,Bellarmine University,103,0.0245032,Hybrid,3369,"Private nonprofit, 4-year",0.03057287
8-Oct,Kentucky,Floyd,Prestonsburg,Big Sandy Community and Technical College,5,0.005984995,Primarily in person,4375,"Public, 2-year",0.001142857
8-Oct,Kentucky,Fayette,Lexington,Bluegrass Community and Technical College,84,0.027875427,Primarily online,9525,"Public, 2-year",0.008818898
8-Oct,Kentucky,Taylor,Campbellsville,Campbellsville University,30,0.013271761,Primarily online,11470,"Private nonprofit, 4-year",0.002615519
8-Oct,Kentucky,Boyle,Danville,Centre College,21,0.01071191,Primarily in person,1434,"Private nonprofit, 4-year",0.014644351
8-Oct,Kentucky,Madison,Richmond,Eastern Kentucky University,189,0.020981428,Primarily in person,15815,"Public, 4-year",0.01195068
8-Oct,Kentucky,Hardin,Elizabethtown,Elizabethtown Community and Technical College,17,0.013049983,Primarily online,6399,"Public, 2-year",0.002656665
8-Oct,Kentucky,Boone,Florence,Gateway Community and Technical College,6,0.012801222,Primarily online,4093,"Public, 2-year",0.001465917
8-Oct,Kentucky,Scott,Georgetown,Georgetown College,28,0.015367343,Primarily in person,1608,"Private nonprofit, 4-year",0.017412935
8-Oct,Kentucky,Perry,Hazard,Hazard Community and Technical College,3,0.013743303,Primarily online,3185,"Public, 2-year",0.000941915
8-Oct,Kentucky,Henderson,Henderson,Henderson Community College,13,0.021543906,Hybrid,1586,"Public, 2-year",0.008196721
8-Oct,Kentucky,Christian,Hopkinsville,Hopkinsville Community College,8,0.021032912,Hybrid,2748,"Public, 2-year",0.002911208
8-Oct,Kentucky,Jefferson,Louisville,Jefferson Community and Technical College,37,0.0245032,Hybrid,11699,"Public, 2-year",0.003162663
8-Oct,Kentucky,Franklin,Frankfort,Kentucky State University,94,0.014551588,Primarily online,1778,"Public, 4-year",0.052868391
